ï»¿id;id_ex;siret;rup_mi;gestion;date_creat;date_decla;date_publi;date_disso;nature;groupement;titre;titre_court;objet;objet_social1;objet_social2;adrs_complement;adrs_numvoie;adrs_repetition;adrs_typevoie;adrs_libvoie;adrs_distrib;adrs_codeinsee;adrs_codepostal;adrs_libcommune;adrg_declarant;adrg_complemid;adrg_complemgeo;adrg_libvoie;adrg_distrib;adrg_codepostal;adrg_achemine;adrg_pays;dir_civilite;siteweb;publiweb;observation;position;maj_time
W332003947;3166900;;;332P;2004-07-02;2007-04-13;2004-07-31;0001-01-01;D;S;L'OLYMPIQUE FOOTBALL DE BORDEAUX DES INTERNES ET CHEFS -OFBIC;L'OLYMPIQUE FOOTBALL DE BORDEAUX D...;pratique du football, entretrenir et dÃ©velopper les liens de camaraderie et de confraternitÃ© entre ses diffÃ©rents membres, maintenir un lien avec ceux qui ont cessÃ© d'occuper les fonctions au sein de l'hopital, aider Ã  la recherche scientifique et au dÃ©veloppement des connaissances mÃ©dicales, poursuivre par tous lesmoyens lÃ©gaux l'exÃ©cution et le respect des rÃ©solutions votÃ©es en assemblÃ©e gÃ©nÃ©rale;011010;000000;Internat de Psychiatrie;121;;RUE;de la BÃ©chade;_;33063;33000;Bordeaux;;Internat de Psychiatrie;;121 rue de la BÃ©chade;;33000;BORDEAUX;FRANCE;PM;;0;;A;2007-04-23 08:00:47
W332003993;0160700;;;332P;1926-08-05;2025-03-19;1926-08-10;0001-01-01;D;S;FEDERATION FRANCAISE DE ROLLER ET SKATEBOARD;FF ROLLER SKATEBOARD;"organiser,coordonner,dÃ©velopper,enseigner et promouvoir en France et en mÃ©tropole ainsi que dans les dÃ©partements et collectivitÃ© d'outre-mer toutes les disciplines sur patins Ã  roulettes,roller course ou roller de vitesse(roller speed skating),hockey sur patins (rink hockey),hockey sur patins en ligne (roller in line ou roller hockey);patinage artistique sur roulettes (artistic roller skating),roller acrobatique (roller freestyle),roller acrobatique enligne(roller in line freestyle),randonnÃ©e roller (road skating,roller derby, roller football ; roller soccer, rollball, descente sur planches Ã  roulettes, skateboard, mountainboard (planche tout terrain), streetluge (luge sur roulettes); trottinette; patins Ã  glace de vitesse longue piste (long track speed skating) ; ainsi que toute la branche para sport des disciplines de la FÃ©dÃ©ration FranÃ§aise de Roller et Skateboard";011000;000000;;6;;BD;Franklin Roosevelt - CS 11742;33080_BORDEAUX CEDEX;33063;33000;Bordeaux;;;;6 BOULEVARD FRANKLIN ROOSEVELT;;33080;BORDEAUX CEDEX;FRANCE;PM;;0;;A;2025-03-19 08:53:47
W332003999;;;;332P;2007-04-27;2013-07-17;2007-05-12;2013-06-17;D;S;BURDICUP;BURDICUP;crÃ©ation et dÃ©veloppement d'un tournoi international de jeunes de football;011075;000000;;7; ;;rue du Danemark;_;33318;33600;Pessac;;;;3 SQUARE LES BOSQUETS - APPT. 24;;33700;MERIGNAC;FRANCE;PM;;0;;D;2014-01-15 20:00:02
W332004197;3246900;;;332P;2005-03-18;2008-07-09;2005-04-30;0001-01-01;D;S;FOOTBALL CLUB GINGER;FOOTBALL CLUB GINGER;pratique du football;011075;000000;Parc Cadera Sud;;;AV;Ariane   BÃ¢t P1;_;33281;33700;MÃ©rignac;;Parc Cadera Sud;;avenue Ariane   BÃ¢t P1;;33700;MERIGNAC;FRANCE;PM;;0;;A;2009-04-22 09:07:12
W332004205;2/11650;;;332P;1977-12-05;2020-12-14;1977-12-27;0001-01-01;D;S;BACCHUS CLUB DE BORDEAUX;BACCHUS CLUB DE BORDEAUX;"permettre le dÃ©veloppement de la pratique des sports ; pratiquer lefootball par la crÃ©ation d'une ou plusieurs Ã©quipes engagÃ©es dans le championnat dit Â« celtic Â», pratiquer d'autres activitÃ©s sportives ; organiser des Ã©vÃ¨nements Ã  caractÃ¨re sportif, culturel, artistique et philosophiques prÃ´nant la libertÃ© de penser, le libre-arbitre, les Ã©changes culturels, et toute rÃ©flexion Ã  caractÃ¨re dionysiaque ;";011075;000000;;;;AV;Marcel Dassault;_;33281;33700;MÃ©rignac;;;RESTAURANT LULU DANS LA PRAIRIE;AVENUE MARCEL DASSAULT;;33700;MÃ‰RIGNAC;FRANCE;PM;;1;;A;2020-12-22 12:45:43
W332004238;3346300;;;332P;2006-02-15;2017-04-14;0001-01-01;2017-04-12;D;S;FC CASTERA;FC CASTERA;pratique et dÃ©veloppement du football;011075;000000;;56;;AV;de la LibÃ©ration;_;33234;33360;Latresne;;;;56 AVENUE DE LA LIBERATION;;33360;LATRESNE;FRANCE;PM;;0;;D;2017-04-22 12:45:39
W332004278;0103500;;;332P;1921-04-26;2021-10-21;1921-05-03;0001-01-01;D;S;JEUNESSE VILLENAVAISE;JEUNESSE VILLENAVAISE;Pratique du FOOTBALL;011075;000000;Plaine des Sports La Junca;;;;route de Cadaujac;_;33550;33140;Villenave-d'Ornon;;PLAINE DES SPORTS LA JUNCA;;ROUTE DE CADAUJAC;;33140;VILLENAVE-D;FRANCE;MS;;0;;A;2022-04-22 20:00:02
W332004288;0043000;;;332P;1908-10-10;2013-07-02;1908-10-24;2013-06-08;D;S;ALLIANCE TALENCAISE;ALLIANCE TALENCAISE;mise en commun de tous les moyens propres Ã  assurer Ã  tous ses membres, le dÃ©veloppement physique, thÃ©orique, moral, intellectuel du football et activitÃ©s annexes Ã  ce sport;011075;009000;;4 bis;;RUE;de la Petite Mission;_;33522;33400;Talence;;;;46 RUE DE FREYCINET;;33400;TALENCE;FRANCE;PM;;0;;D;2013-07-13 12:46:22
W332004342;;;;332P;2007-06-27;2025-10-14;2007-07-14;0001-01-01;D;S;FC DES PORTES DE L'ENTRE DEUX MERS;FC DES PORTES DE L'ENTRE DEUX MERS;promouvoir la pratique et le dÃ©veloppement du football;007000;007000;stade de la Lande;; ;ALL;Adrien Bedin;_;33085;33360;Camblanes-et-Meynac;;;;ALLÃ‰E ADRIEN BEDIN;;33360;CAMBLANES-ET-MEYNAC;FRANCE;MK;;0;;A;2025-10-14 11:58:00
W332004349;05076SP00;;;332P;1999-06-28;2007-06-28;0001-01-01;2007-06-20;D;S;FFCC COTEAUX DE GARONNE - FOOTBALL CLUB CAMBLANES CENAC;FFCC COTEAUX DE GARONNE - FOOTBALL ...;Pratique du football;011075;000000;;7; ;RTE;du Stade;_;33033;33880;Baurech;;;;route du stade;;33880;Saint Caprais de Bordeaux;FRANCE;PM;;0;;D;2007-09-26 10:00:46
W332004452;3067600;;;332P;2003-08-13;2012-01-09;2003-09-13;0001-01-01;D;S;ASSOCIATION SPORTIVE FC PORTO DE BORDEAUX;ASSOCIATION SPORTIVE FC PORTO DE BO...;promouvoir la pratique et le dÃ©veloppement du football;011000;000000;;10;;RUE;Gramont;_;33063;33800;Bordeaux;;;;10  RUE GRAMONT;;33800;BORDEAUX;FRANCE;PM;;0;;A;2012-01-09 10:26:47
W332004469;;;;332P;2007-07-17;2017-03-16;2007-08-04;0001-01-01;D;S;CHANTECLER BORDEAUX FUTSAL;CHANTECLER BORDEAUX FUTSAL;promouvoir le futsal dans le centre de Bordeaux;011075;000000;;2; ;IMP;Sainte-Elisabeth;_;33063;33000;Bordeaux;;;;2 IMPASSE SAINTE ELISABETH;;33000;BORDEAUX;FRANCE;PM;;0;;A;2017-03-16 11:15:51
W332004608;00457SP00;;;332P;1981-12-30;2026-01-13;1982-01-15;0001-01-01;D;S;ASSOCIATION FRANCO-PORTUGAISE DE LEOGNAN;ASSOCIATION FRANCO-PORTUGAISE DE LE...;Regrouper les Portugais des environs  pour diffuser toutes informations favorisant l'union des Portugais animer des Ã©changes culturels  portugaises, pratiquer le football par l'intermÃ©diaire d'une section sport au sein de la mÃªme association.;006000;000000;;70;;AV;de Bordeaux;_;33238;33850;LÃ©ognan;;;;70 AVENUE DE BORDEAUX;;33850;LEOGNAN;FRANCE;SF;;0;;A;2026-07-15 18:00:02
W332004685;;;;332P;2007-08-21;2007-08-21;2007-09-08;0001-01-01;D;S;FOOTBALL CLUB EURELEC  (FCE);FOOTBALL CLUB EURELEC - FCE;pratique et dÃ©veloppement du football;011000;011000;;19; ;RUE;des genÃªts;_;33281;33700;MÃ©rignac;;;;19  rue des genÃªts;BP 134;33706;MÃ©rignac;FRANCE;PM;;0;;A;2007-10-11 08:33:48
W332004730;;;;332P;2007-09-04;2007-09-04;2007-09-15;0001-01-01;D;S;ENTENTE SPORTIVE CLINIQUE BORDEAUX NORD AQUITAINE;ENTENTE SPORTIVE CLINIQUE BORDEAUX NOR;promouvoir la pratique et le dÃ©veloppement du football;011075;000000;;15; ;RUE;Claude Boucher;_;33063;33300;Bordeaux;;Presse PBNA;;15  rue Claude Boucher;;33300;Bordeaux;FRANCE;PM;;0;;A;2007-10-11 08:33:49
W332004750;2954000;;;332P;2002-06-10;2007-09-07;2002-07-13;0001-01-01;D;S;CAP AND CO;CAP AND CO;association sportive de Football;011075;000000;;5;;COUR2;Alsace et Lorraine;_;33063;33000;Bordeaux;;;;5  COURS ALSACE ET LORRAINE;;33000;BORDEAUX;FRANCE;PM;;0;;A;2007-09-10 09:24:28
W332004918;3237500;;;332P;2005-02-22;2012-03-05;2005-04-09;0001-01-01;D;S;ASSOCIATION SPORTIVE CONGO BEGLES;ASSOCIATION SPORTIVE CONGO BEGLES;rÃ©unir les congolaises et congolais de la rÃ©gion autour des activitÃ©s sportives en l'occurrence le football;011075;000000;;76;;RUE;Pauly;_;33039;33130;BÃ¨gles;;;;76  RUE PAULY;;33130;BÃˆGLES;FRANCE;PM;;0;;A;2012-03-05 11:19:15
W332004949;;;;332P;2007-10-17;2007-10-17;2007-10-27;0001-01-01;D;S;UNION SPORTIVE EYSINES -USE;USE;crÃ©er un club de football Ã  11 en acceptant la participation de personnes disposant d'un handicap leur permettant de jouer au football, autrement dit d'intÃ©grer l'handicap dans le milieu sportif autre que l'handisport;011075;000000;rÃ©sidence Compostelle bÃ¢timent E Ã©tage 2 appartement  E11G;; ;AV;de la paillÃ¨re;_;33318;33600;Pessac;;rÃ©sidence Compostelle bÃ¢t E Ã©tage 2;appartement E11G;avenue de la paillÃ¨re;;33600;Pessac;FRANCE;PM;;0;;A;2007-12-26 09:30:43
W332004991;;;;332P;2007-10-24;2012-08-21;2007-11-10;0001-01-01;D;S;ENTENTE LIBRE DE FOOTBALL FEMININ ELAN SPORTIF (ELFFES);ELFFES;promouvoir la pratique et le dÃ©veloppement du football;011000;000000;;19; ;AV;Salvador Allende - CC Dravemont;_;33167;33270;Floirac;;;;47  RUE JULES GUESDE;;33270;FLOIRAC;FRANCE;PM;;0;;A;2012-09-10 08:33:48
W332005308;12499BIS00;;;332P;1980-05-22;2007-07-11;1980-06-04;0001-01-01;D;S;LE CONDOR SUD-AMERICAIN;LE CONDOR SUD-AMERICAIN;Ã©ducation physique, culturel et des sports entre autre le foot ball;011000;011000;;11;;RUE;Pont de Madame;_;33281;33700;MÃ©rignac;;;;11 rue Pont de Madame;;33700;MERIGNAC;FRANCE;PM;;0;;A;2007-12-04 15:30:54
W332005546;;;;332P;2008-01-17;2008-01-17;2008-02-02;0001-01-01;D;S;ASSOCIATION DE FUTSAL BAS-FLOIRAC CHALANDON (AFBFC);ASSOCIATION DE FUTSAL BAS-FLOIRAC C...;promouvoir des actions collectives et permettre la pratique sportive du Futsal;011000;000000;rÃ©sidence Jean Moulin;5; ;RUE;Jean Moulin;_;33167;33270;Floirac;;rÃ©sidence Jean Moulin;;5  rue Jean Moulin;;33270;Floirac;FRANCE;PM;;0;;A;2008-02-14 14:47:52
W332005668;04302SP00;;;332P;1997-03-25;2007-08-21;1997-04-19;0001-01-01;D;S;STADE SAINT MEDARDAIS - FOOTBALL CLUB;STADE SAINT MEDARDAIS - FOOTBALL CLUB;pratiquer le football.;011075;000000;;;;AV;DE CANTERANE;_;33448;33650;Saint-MÃ©dard-d'Eyrans;;Avenue DE CANTERANE;;;;33650;Saint-MÃ©dard-d'Eyrans;FRANCE;PM;;0;;A;2008-02-05 16:29:48
W332005697;;;;332P;2008-02-08;2016-08-30;2008-02-23;0001-01-01;D;S;ASSOCIATION SPORTIVE ET CULTURELLE DE MAYOTTE;ASSOCIATION SPORTIVE ET CULTURELLE ...;pratique et dÃ©veloppement du football et de la culture mahoraise;006000;011000;rÃ©sidence du Lac BÃ¢t A appt 21;; ;AV;de Laroque;_;33063;33300;Bordeaux;;;RÃ©S. DU LAC - APPT 21 - BÃ¢T A;AVENUE LAROQUE;;33300;BORDEAUX;FRANCE;PM;;0;;A;2016-08-30 11:40:57
W332005771;;;;332P;2008-02-18;2011-07-08;2008-03-01;2011-06-24;D;S;ASSOCIATION SPORTIVE FOOT LOISIRS TR. EXPRESS (ASFL TR EXPRESS);ASFL TR EXPRESS;jouer au football loisirs;011075;000000;;6; ;ALL;de Rudemont;_;33167;33270;Floirac;;;;6 ALLÃ‰E DE RUDEMONT;;33270;FLOIRAC;FRANCE;PM;;0;;D;2011-07-11 10:23:41
W332005864;1182600;49000933900014;;332P;1978-04-27;2026-07-09;1978-05-14;0001-01-01;D;S;SPORTING CLUB CABANAC VILLAGRAINS;SPORTING CLUB CABANAC VILLAGRAINS;pratique du football;011000;011000;Stade Goujon;;;;;_;33077;33650;Cabanac-et-Villagrains;naivin wilfried;...;...;;;33650;CABANAC-ET-VILLAGRAINS;FRANCE;PM;;0;;A;2026-07-10 07:44:33
W441000008;;;;441S;2008-12-23;2008-12-23;2009-01-17;0001-01-01;D;S;KOP BREIZH;KOP BREIZH;Â rassembler afin de supporter l'Ã©quipe de Bretagne de football professionnelle et ex-professionnelle;011075;000000;;14;;RUE;Auguste Pasgrimaud;_;44224;44170;La    Grigonnais;;;;14  rue Auguste Pasgrimaud;;44170;La    Grigonnais;FRANCE;PM;;0;;A;2009-03-12 14:13:23
W441000082;0441000280;;;441S;1978-05-11;2026-08-21;1978-05-23;0001-01-01;D;S;ASSOCIATION SPORTIVE CASSON FOOT;ASSOCIATION SPORTIVE CASSON FOOT;organiser et dÃ©velopper la pratique du football;011000;000000;Mairie;3;;RUE;de la Mairie;_;44027;44390;Casson;Telliez Eric;;;RUE DU STADE;;44390;CASSON;FRANCE;CC;;0;Reprise  =>  date ag=0000-00-00;A;2026-08-21 12:04:15
W441000157;0441000416;;;441S;1986-05-11;2025-07-05;1986-06-18;0001-01-01;D;S;ENTENTE SPORTIVE DRESNY PLESSE;ENTENTE SPORTIVE DRESNY PLESSE;Pratique de l'Education physique et des sports, l'organisation des ses activitÃ©s sportives au football (matchs, stages, tournois, entrainements et sorties pour la pratique du football) et l'organisation de manifestations extra sportives (bals fetes,repas, lotos...;011000;011075;Mairie;;;;;_;44128;44630;PlessÃ©;;;;;;44630;PLESSE;FRANCE;PM;;0;Reprise  =>  date ag=0000-00-00;A;2026-01-04 19:00:02
W441000247;;;;441S;2009-06-08;2009-06-08;2009-06-20;0001-01-01;D;S;UNION FUTSAL ATLANTIQUE;UNION FUTSAL ATLANTIQUE;pratiquer du foot-ball en salle;011000;000000;;;;;la teillais;_;44214;44170;Vay;;;;la teillais;;44170;Vay;FRANCE;PM;;0;;A;2009-07-08 09:25:39
W441000336;0441000463;;;441S;1935-08-12;2011-05-26;1901-07-01;2011-05-22;D;S;SAINT-MARTIN FOOTBALL;SAINT-MARTIN FOOTBALL;"emploi rationnel de l'Ã©ducation physique, des sports individuels et collectifs, de la prÃ©paration militaire ; les activitÃ©s culturelles et d'Ã©ducation populaire, les loisirs sous toutes les formes ; le dÃ©veloppement des activitÃ©s de plein air, et toutes Âœuvres ayant pour objet l'hygiÃ¨ne et la santÃ© de ses membres";011075;000000;Mairie;;;;;_;44056;44130;Fay-de-Bretagne;;MAIRIE;;;;44130;FAY DE BRETAGNE;FRANCE;PM;;0;Reprise  =>  date ag=0000-00-00;D;2011-05-31 09:27:32
W441000346;0441000988;;;441S;1995-04-15;2026-07-29;1995-05-10;0001-01-01;D;S;ETOILE DU DON MOISDON MEILLERAYE;ETOILE DU DON MOISDON MEILLERAYE;promouvoir la pratique et le dÃ©veloppement du football;011000;000000;Mairie;;;;;_;44099;44520;Moisdon-la-RiviÃ¨re;;Mairie;;;;44520;MOISDON LA RIVIERE;FRANCE;PF;;0;Reprise  =>  date ag=0000-00-00;A;2026-07-29 08:54:06
W441000354;0441001674;;;441S;1968-07-02;2019-06-13;1968-07-27;0001-01-01;D;S;ESPERANCE ST EMILIEN DE BLAIN;ESPERANCE ST EMILIEN DE BLAIN;pratique des exercices physiques, notamment du football;011000;000000;;;;;St Emilien;_;44015;44130;Blain;;;;;;44130;BLAIN;FRANCE;PM;;0;Reprise  =>  date ag=0000-00-00;A;2019-07-18 09:02:25
W441000357;0441000641;;;441S;1965-02-11;2026-08-05;1965-03-05;0001-01-01;D;S;UNION SPORTIVE AUBINOISE;UNION SPORTIVE AUBINOISE;pratique des exercices physiques, football en particulier, crÃ©er entre tous ses membres des liens d'amitiÃ© et donner toutes initiatives propres Ã  une bonne formation morale.;011075;000000;;;;;Mairie;_;44153;44110;Saint-Aubin-des-ChÃ¢teaux;;;;;;44110;ST AUBIN DES CHATEAUX;FRANCE;PM;;0;Reprise  =>  date ag=0000-00-00;A;2026-08-05 09:27:58
W441000358;0441000233;;;441S;1972-02-07;2017-03-17;1972-02-16;0001-01-01;D;S;SAINT OMER SPORT;SAINT OMER SPORT;dÃ©velopper, la pratique des sports et notamment du football et de susciter des liens d'amitiÃ© entre ses membres;011075;000000;;;;;Mairie (annexe);_Saint-omer-de-blain;44015;44130;Blain;;;;;Saint-omer-de-blain;44130;BLAIN;FRANCE;PM;;0;Reprise  =>  date ag=0000-00-00;A;2017-07-25 19:51:53
W441000364;0441000490;;;441S;1978-03-17;2008-07-11;1978-04-04;0001-01-01;D;S;AVENIR SPORTIF DE FEGREAC;AVENIR SPORTIF DE FEGREAC;pratique de l'education physique et des sports, entre autres du football;011000;000000;;;;;;_;44057;44460;FÃ©grÃ©ac;;;;;;44460;FEGREAC;FRANCE;PM;;0;Reprise  =>  date ag=0000-00-00;S;2014-01-13 17:45:53
W441000365;0441000490;;;441S;1948-05-13;2016-05-02;1948-05-29;2016-04-20;D;S;AVENIR SPORTIF DE FEGREAC;AVENIR SPORTIF DE FEGREAC;pratique de l'education physique et des sports, entre autres du football;011000;000000;Mairie;;;;;_;44057;44460;FÃ©grÃ©ac;;Mairie;;;;44460;FEGREAC;FRANCE;CC;;0;W441000364;D;2016-05-03 19:47:37
W441000390;0441000204;35247280700010;;441S;1959-06-18;2025-07-02;1901-07-01;0001-01-01;D;S;ENTENTE SPORTIVE DE BLAIN;ENTENTE SPORTIVE DE BLAIN;propager et de vulgariser la pratique du football et de creer entre tous ses membres des liens d'amitie et de solidarite.;011075;000000;Mairie;;;;;_;44015;44130;Blain;;;;45 RUE WOLFGANG AMADEUS MOZART;;44130;FAY DE BRETAGNE;FRANCE;PM;https://esblain.footeo.com/;0;Reprise  =>  date ag=0000-00-00;A;2025-07-02 13:24:59
W441000407;0441001077;;;441S;1941-05-29;2015-06-11;1941-06-11;2015-06-05;D;S;FOOTBALL CLUB SAFFREEN;FOOTBALL CLUB SAFFREEN;pratique de l'Ã©ducation physique et des sports.;011075;000000;Mairie;;;;;_;44149;44390;SaffrÃ©;;Mairie;;;;44390;SAFFRE;FRANCE;PM;;0;Reprise  =>  date ag=0000-00-00;D;2015-06-11 14:44:19
W441000408;0441000420;78595138500018;;441S;1929-11-07;2024-07-06;1929-11-19;0001-01-01;D;S;LES JEUNES D'ERBRAY;LES JEUNES D'ERBRAY;promouvoir la pratique et le dÃ©veloppement du football;007000;009005;Complexe Sportif;11;;RUE;du Verger;_;44054;44110;Erbray;;;COMPLEXE SPORTIF;11 RUE DU VERGER;;44110;ERBRAY;FRANCE;PM;;0;Reprise  =>  date ag=0000-00-00;A;2024-07-16 10:08:55
W441000421;0441001062;;;441S;1957-05-13;2012-06-28;1957-05-30;0001-01-01;D;S;LE COUDRAY OMNI-SPORTS;LE COUDRAY OMNI-SPORTS;pratique du football;011000;000000;Mairie;;;;;_1 rue jules verne;44128;44630;PlessÃ©;;4 rue de l'Oseraie;;;;44460;SAINT-NICOLAS-DE-REDON;FRANCE;PM;;0;Reprise  =>  date ag=0000-00-00;A;2012-07-18 20:48:52
W441000430;0441001828;;;441S;1971-05-26;2016-05-02;0001-01-01;2016-04-19;D;S;ASSOCIATION SAINT PIERRE AVESSAC FOOTBALL;ASSOCIATION SAINT PIERRE AVESSAC FO...;pratique du football;011075;000000;Mairie;;;;;_;44007;44460;Avessac;;Bouix;;;;44460;AVESSAC;FRANCE;PM;;0;Reprise  =>  date ag=0000-00-00;D;2016-05-03 19:53:35
W441000438;0441001342;;;441S;1960-07-08;2022-09-01;1960-07-23;0001-01-01;D;S;ESPERANCE SPORTIVE DE ROUGE;ESPERANCE SPORTIVE DE ROUGE;pratique des exercices physiques et notamment du football;011075;000000;Salle Verron;;;;;_;44146;44660;RougÃ©;;6 route d'AscouÃ©;;;;44660;ROUGE;FRANCE;PM;;0;Reprise  =>  date ag=0000-00-00;A;2022-09-01 16:10:13
W441000441;0441006081;;;441S;2008-05-19;2026-07-30;2008-05-31;0001-01-01;D;S;PETIT MARS FOOTBALL CLUB;PETIT MARS FOOTBALL CLUB;promouvoir la pratique et le dÃ©veloppement du football;011075;000000;HÃ´tel de ville;;;BD;Saint-Laurent;_;44122;44390;Petit-Mars;CARO Vanessa;;;MAIRIE - BOULEVARD SAINT LAURENT;;44390;PETIT MARS;FRANCE;CC;;0;Reprise  =>  date ag=0000-00-00;A;2026-07-31 06:43:30
W441000459;0441000621;;;441S;1954-03-01;2015-07-06;1954-03-12;0001-01-01;D;S;ETOILE SPORTIVE DE SOULVACHE;ETOILE SPORTIVE DE SOULVACHE;pratique des exercices physiques et notamment du football.;011075;000000;Mairie;;;;;_;44200;44660;Soulvache;;Mairie;;;;44660;SOULVACHE;FRANCE;PM;;0;Reprise  =>  date ag=0000-00-00;A;2015-07-06 19:22:49
W441000517;0441005514;;;441S;2003-03-24;2023-03-15;2003-05-03;0001-01-01;D;S;COMITE D'ECHANGES DE JEUNES FOOTBALLEURS VOLTIGEURS CHATEAUBRIANT / SPORT CLUB 08 RADEVORMWALD.;COMITE D'ECHANGES DE JEUNES FOOTBA...;promouvoir des Ã©changes sportifs entre les jeunes des deux clubs prÃ©citÃ©s, permettre un Ã©panouissement inter culturel Ã  travers des sÃ©jours rÃ©guliers et organisÃ©s ( usage, modes de vie, connaissance de l'autre etc)- vivre des expÃ©riences de groupe Ã  travers des sÃ©jours rÃ©guliers et organisÃ©s- vivre des expÃ©riences de groupe Ã  travers des centres d'intÃ©rets divers ou communs- s'enrichir de nouvelles acquisitions par le biais d'animations et jeux linguistiques.;011075;011075;;;;RUE;Abraham Lincoln;_;44036;44110;ChÃ¢teaubriant;;;;22 LA FEUVRAIS;;44110;ERBRAY;FRANCE;PM;;0;Reprise  =>  date ag=0000-00-00;A;2023-03-16 14:45:15
W441000658;0441001810;;;441S;1938-09-10;2020-01-09;1938-09-21;2019-06-07;D;S;ETOILE SPORTIVE GAVRAISE;ETOILE SPORTIVE GAVRAISE;pratique du football et autres disciplines sportives souhaitÃ©es par ses adhÃ©rents;011075;000000;Mairie;;;;;_;44062;44130;Le    GÃ¢vre;;5 ter rue de la Foret;;;;44130;LE GAVRE;FRANCE;PM;;0;Reprise  =>  date ag=0000-00-00;D;2020-01-18 12:45:37
W441000677;0441001504;;;441S;1979-02-26;2012-07-19;1979-03-13;2012-06-02;D;S;COMITE D'ORGANISATION DE FOOTBALL INTER-ENTREPRISES (C.O.F.I.E.);COMITE D'ORGANISATION SE FOOTBALL ...;pratique du football entre Ã©quipes d'entreprises de chÃ¢teaubriant;011075;000000;Le Terminus;3;;RUE;de la Gare;_;44036;44110;ChÃ¢teaubriant;;Le Terminus;;3 rue de la Gare;;44110;CHATEAUBRIANT;FRANCE;PM;;0;Reprise  =>  date ag=0000-00-00;D;2012-07-19 17:00:41
W441000680;0441001740;;;441S;1992-01-05;2018-01-30;1992-01-29;0001-01-01;D;S;CLUB DES SUPPORTERS DE L'UNION SPORTIVE FOOTBALL DE SOUDAN;CLUB DES SUPPORTERS DE L'UNION SPO...;animation des matches et apporter son aide au club, par l'organisation de congrÃ¨s et autres manifestations;007000;000000;Mairie;;;;;_;44199;44110;Soudan;;Mairie;;;;44110;SOUDAN;FRANCE;PM;;0;Reprise  =>  date ag=0000-00-00;A;2018-03-09 14:03:47
W441000808;;;;441S;2010-06-10;2010-06-10;2010-06-19;0001-01-01;D;S;ESPOIR JEUNESSE CHATEAUBRIANT;E.J CHATEAUBRIANT;pratique et dÃ©veloppement du football;011075;000000;;1;;RUE;des Oliviers;_;44036;44110;ChÃ¢teaubriant;;;;1  rue des Oliviers;;44110;ChÃ¢teaubriant;FRANCE;PM;;0;;A;2010-06-22 14:37:00
W441000854;0441000847;;;441S;1966-06-22;2012-06-27;1966-07-07;2012-06-23;D;S;AMICALE SPORTIVE DE LUSANGER;AMICALE SPORTIVE DE LUSANGER;crÃ©er des sections football, basket masculin et fÃ©minin, tennis de table;011005;000000;Salle du terrain des sports;;;;;_;44086;44590;Lusanger;;;;4 RUE DE LA GARE;;44590;LUSANGER;FRANCE;PM;;0;Reprise  =>  date ag=0000-00-00;D;2012-07-09 18:46:28
W441000878;0441000755;;;441S;1970-09-14;2023-12-02;1970-09-26;0001-01-01;D;S;ASSOCIATION SAINT MICHEL DE JANS;ASSOCIATION SAINT MICHEL DE JANS;procurer des loisirs aux jeunes en leur donnant la possibilitÃ© de pratiquer le football;011075;000000;Mairie;;;;;_;44076;44170;Jans;;Mairie;;;;44170;JANS;FRANCE;PM;;0;Reprise  =>  date ag=0000-00-00;A;2024-06-02 18:06:26
W441000882;0441000813;;;441S;1941-01-22;2014-06-16;1901-07-01;2014-06-07;D;S;UNION SPORTIVE ISSEENNE;UNION SPORTIVE ISSEENNE;pratique des exercices physiques et notamment du football association, du basket-ball et de l'athlÃ©tisme;011075;000000;;;;;;_;44075;44520;IssÃ©;;;;;;44520;ISSE;FRANCE;PM;;0;Reprise  =>  date ag=0000-00-00;D;2014-06-17 19:56:12
W441000911;0441005777;;;441S;2005-07-07;2017-10-17;2005-07-30;2017-06-16;D;S;SPORT LOISIR MARSIENS;SPORT LOISIR MARSIENS;"organiser des rencontres football sport loisirs ; permettre une logistique et une perception des cotisations ; achat de matÃ©riel (ballons maillots ...) ; recevoir nos adversaires pour une rencontre sportive et un repas";011075;000000;;81;;IMP;du Haut Plessis;_;44122;44390;Petit-Mars;;;;81 IMPASSE DU HAUT PLESSIS;;44390;PETIT-MARS;FRANCE;PM;;0;Reprise  =>  date ag=0000-00-00;D;2017-10-26 17:05:33
W441000919;0441005132;;;441S;1999-06-21;2014-06-04;1999-07-10;2014-05-25;D;S;TREFFIEUX -SAINT-VINCENT- UNION SPORTIVE;TREFFIEUX -SAINT-VINCENT- UNION SPO...;promouvoir la pratique et le dÃ©veloppement du football;011075;000000;mairie;;;;;_;44193;44590;Saint-Vincent-des-Landes;;;;LA MINIÃˆRE;;44590;ST VINCENT DES LANDES;FRANCE;PM;;0;Reprise  =>  date ag=0000-00-00;D;2014-06-16 10:37:02
W441000940;0441000873;;;441S;1959-08-20;2023-06-09;1959-08-27;2023-02-28;D;S;AVENIR SPORTIF MARSACAIS;AVENIR SPORTIF MARSACAIS;football et tennis de table;011075;000000;;;;;;_;44091;44170;Marsac-sur-Don;;;;...;;44170;MARSAC SUR DON;FRANCE;PM;;0;Reprise  =>  date ag=0000-00-00;D;2023-06-13 18:01:07
